model;price;kilometer;fuel type;vitesse;engine
Renault Clio 4 2019 Gt line;364;120000km;Diesel;1.5 DCI 85ch;Manuelle
Kia Sportage 2014 Sportage;364;173000km;Diesel;2.0 CRDI 177 4x2 BVA;Manuelle
Toyota Hilux 2015 LEGEND SC 4x2;365;465000km;Diesel;2.5 D4D 120ch;Manuelle
Kia Sportage 2014 Sportage;365;;Diesel;2.0 CRDI 177 4x2;Manuelle
Renault Clio 5 2021 Business;365;;;;
Dacia Sandero stepway 2023 Fifteen;365;;;;
Dacia Sandero 2023 Fifteen;365;;;;
Fiat 2023;365;;;;
Fiat Doblo 2023;365;;;;
Renault Clio5 2020 Intense;365;80000km;Essence;1.0 tce;Manuelle
Renault Symbol 2023;365;;;;
Dacia Sandero 2023 Ten;365;;;;
Land Rover Range Rover Evoque 2014 Dynamique 5 Portes;365;192000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Renault Clio 4 2021 business;365;42000km;Essence;1.0;Manuelle
Fiat Doblo 2023 Professionnel;365;3750km;Diesel;1.6 HDi;Manuelle
Fiat Tipo Life 2023 Life;365;4000km;Essence;;Automatique
Renault Clio 4 2019 GT Line +;365;92000km;Diesel;1.5dci 110ch;Manuelle
Renault Clio 4 2019 GT Line +;365;92000km;Diesel;1.5 dci 110;Manuelle
Fiat Doblo 2023;365;800km;Diesel;1,6;Manuelle
Volkswagen Caddy 2011 Life;365;18000km;Diesel;1.6 tdi 105ch;Manuelle
Peugeot 308 2015 T9;365;131000km;Diesel;1,6hdi 115ch;Manuelle
Peugot 308 2015 T9;365;131000km;Diesel;1,6hdi 115ch;Manuelle
Volkswagen Golf 7 2014 GTD;365;;Diesel;2.0 TDI 184ch DSG;Automatique
BMW F30 2014 pack M;365;;Diesel;;Automatique
Renault Kangoo 2019 Privilège plus;365;99000km;Diesel;1.5 DCI 110ch;Manuelle
Suzuki Swift Monticarlo 2023;365;00km;Essence;;Automatique
Audi Q3 2013 S Line;365;230000km;Diesel;2.0 TDI 177ch;Automatique
Dacia Stepway 2023 Fifteen;365;9km;Essence;;Manuelle
Volkswagen Caddy 2014 Edition 30;365;215000km;Diesel;2.0 TDI 140ch;Manuelle
Volkswagen Caddy 2017 Conceptline;365;180000km;Diesel;2.0 TDi 110ch;Manuelle
Volkswagen Polo 2018 Beats;365;113500km;Essence;1.6 MPi 90ch;Manuelle
Volkswagen Polo 2018 Beats;365;1135000km;Essence;1.6 MPi 90ch;Manuelle
Dacia Stipway 2023 Stipway;365;00km;Essence;1.6;Manuelle
Fiat Tipo 2023 Cité plus;365;50km;Essence;1.6;Automatique
Fiat Tipo 2023;365;00km;Essence;1.6;Automatique
Volkswagen Golf 7 2014 Golf 7;365;;;;
Peugeot 301 2022 Allure;365;37000km;Diesel;1.6 HDI 92ch;Manuelle
Peugeot 208 2020 Allure;365;93600km;Diesel;1.6 HDI 92ch;Manuelle
Toyota Yaris 2017 Red Edition;365;95000km;Essence;1.3 VVTI 99ch BVA;Automatique
Peugeot 4008 2015 Alure;365;158km;Diesel;1.6 HDI 4WD 115ch;Manuelle
Renault Clio 4 2020 GT Line +;365;110000km;Diesel;;Manuelle
Hyundai  2018;365;172km;Essence;;Manuelle
Peugeot 301 2022 Allure;365;16km;Diesel;1.6 HDI 92ch;Manuelle
Seat Leon 2015 LINEA R+;365;180000km;Diesel;2.0 TDI 140ch;Manuelle
Citroen C3 2022;365;;;;
Peugeot Partner 2020;365;;;;
Dacia Sandero 2022;365;2000km;;;
Hyundai CRDI 2017 Creta;365;87000km;Diesel;CRDI 16V;Manuelle
Hyundai 2017 2017;365;87000km;Diesel;;Manuelle
Hyundai Creta 2017;365;87000km;Diesel;;Manuelle
Renault Clio 4 2019 GT Line +;365;72000km;Diesel;1.5 DCI 85ch;Manuelle
Seat Ibiza 2018 FR;365;144km;Essence;1.6 MPi 110 ch Automatique;Automatique
Skoda Rapid 2019 Monte carlo;365;149000km;Essence;1.6 MPI  105 ch;Manuelle
Renault Clio 4 2019 Gt line;365;26000km;Diesel;1.5 Dci 110 ch;Manuelle
Mercedes Classe E 2013 AVANTGARDE Pack AMG;365;214km;Diesel;250 CDI 204ch;Automatique
Volkswagen Caddy 2019 Fourgon;366;162000km;Diesel;1.6 TDi 102ch;Manuelle
Dacia Stepway SANDERO 2023 .;366;3700km;Essence;1.6;Manuelle
Fiat TIPO LIFE 2023;367;;;;
Fiat Doblo 2023;367;;;;
Fiat Doublo 2023 2023;367;30km;Diesel;1.6;
Fiat Doblo 2023 Doblo;367;4000km;Diesel;1,6 hdi;Manuelle
Land Rover Freelander 2 2014 Freelander 2;367;188000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Volkswagen Golf 7 2014 GTD Kit ABT;367;280000km;Diesel;2.0 TDI 184ch DSG;Automatique
Fiat Doblo professionnel 2023 Commercial;368;1100km;Diesel;1.6 hdi;Manuelle
Renault Kangoo 2018 Kangoo;368;99400km;Diesel;1.5 DCI 90ch;Manuelle
Fiat Professional Doblo 2023 Doblo;368;00km;Diesel;1,6;Manuelle
Dacia sandero 2023 step way;368;3200km;Essence;;Manuelle
Renault Clio 4 2019 GT Line +;368;45000km;Diesel;1.5;Manuelle
Renault Clio 4 2019 GT Line +;369;97000km;Diesel;1.5 DCI 85ch;Manuelle
Kia Picanto 2023;369;00km;Essence;1.2;Automatique
Volkswagen Passat 2003 Passat;369;317000km;Diesel;1.9 TDI 130ch;Manuelle
Dacia Stepway 2023 Techroad;370;;;;
Dacia Sandero 2023 Stepway;370;2900km;Diesel;;Manuelle
Dacia Sandero 2023 Stepway;370;3900km;Diesel;1.5 DCI 90ch;Manuelle
Fiat 5000 2023 5000 x;370;;;;
Renault Clio5 2021;370;;;;
Fiat Professional Doblo 2023 Tout;370;;;;
Fiat 500x 2023 Club;370;;;;
Nissan Navara 2014 Platinum;370;272000km;Diesel;2.5 DDTI 4x4 190ch;Manuelle
Fiat Club 2023 500x;370;;;;
Renault Clio 5 2021 Tce100cv 1.0 essence gpl;370;53000km;Essence;100 cv tce;Manuelle
Renault Captur 2021 Captur;370;80000km;GPL;;Manuelle
Land Rover Range Rover Evoque 2013 Range Rover Evoque;370;204000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Skoda Yeti 2015 Monte Carlo;370;244000km;Diesel;2.0 TDI 4X4 140ch;Manuelle
Fiat Doblo 2023;370;;;;
Land Rover Range Rover Evoque 2014 Dynamique 5 Portes;370;191000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Audi S3 2015 SportBack;370;186km;Essence;2.0 TFSI 300ch S-Tronic;Automatique
Seat Ibiza 2019 FR;370;110000km;Essence;1.6 MPi 110 ch;Manuelle
Fiat Ducato 2017 L4H3;370;;;;
Renault Clio 4 2019 GT Line +;370;78000km;Diesel;1.5 dci 110;Manuelle
Fiat doblo 2023 comertial;370;;;;
Renault Kangoo 2020 Confort (Utilitaire);370;37000km;Diesel;1.5 DCI 90ch;
Fiat Tipo 2023 Life;370;1000km;Essence;1.6;Automatique
Renault Clio 4 Facelift 2019 GT-Line;370;14800km;Diesel;1.5 DCi 110ch;Manuelle
Renault Clio 4 Facelift 2019 GT-Line;370;15000km;Diesel;1.5 DCi 110ch;Manuelle
Seat Ibiza 2018 FR;370;77000km;Essence;1.6 ess 105ch DSG7;Automatique
Toyota Hilux 2012 Hilux;370;440km;Diesel;2.5 D4D 120ch;Manuelle
Renault Clio 4 2019 clio4 gt line;370;50000km;Diesel;1.5;Manuelle
Seat Ibiza 2019 FR;370;97000km;;;
Seat ARONA 2019 Style;370;101000km;Essence;1.6 MPi 110 ch;Automatique
Citroen Berlingo Multispace 2017;370;110km;Essence;;Manuelle
Hyundai Creta 2018 Gl;370;;;;
Peugeot Partner 2016 Tepee;370;128000km;Diesel;1.6 HDI 112ch;Manuelle
Suzuki Baleno 2022 Tout option;370;;;;
Renault Kangoo 2020 Kangoo;370;145000km;Diesel;1.5 DCI 90ch;Manuelle
Renault Clio 4 2019 GT Line +;370;72000km;Diesel;1.5 DCI 85ch;Manuelle
Peugeot 207 2008 207;370;400km;Diesel;1.6 HDi;Manuelle
Fiat Doblo 2023 Bluhdi;370;;;;
Mercedes GLA 2015;370;175000km;Diesel;;Automatique
Kia Cerato 2018 SX Premium;370;100000km;Essence;1.6 DOHC D-CVVT 130CH;Automatique
Fiat Doblo 2023 Professionnel;370;00km;Diesel;1.6 hdi;Manuelle
Fiat Doblo 2023;370;0km;Diesel;;Manuelle
Hyundai Creta 2018 Creta;370;170000km;Diesel;1.6 crdi 16v;Automatique
Kia Sportage 2015 S-Premium;370;180000km;Diesel;2.0 CRDI 177 4x4 BVA;Automatique
Peugeot 208 2021;370;20000km;Essence;1.2 VTI 82ch;Manuelle
Hyundai i40 2019 i40;370;165000km;;;Automatique
Fiat Doblo 2023;370;400km;Diesel;1.6hdi;Manuelle
Renault Kangoo 2019 Privilège plus;370;147000km;Diesel;1.5 DCI 110ch;Manuelle
Volkswagen Tiguan 2013 Life;370;211km;Diesel;2.0 TDI 140ch;Automatique
Volkswagen Tiguan 2012 R Line;370;335km;Diesel;2.0 TDI 140ch;Automatique
Seat Ibiza 2021 STYLE;370;80000km;Essence;;Manuelle
Volkswagen Caddy 2019 Fourgon;370;110000km;Diesel;2.0 TDI 140ch;Manuelle
Hyundai Creta 2018 Gl;370;192000km;Diesel;Crdi;Automatique
Fiat Doblo 2023;370;;Diesel;1.6 HDI;Manuelle
Fiat Tipo city plus 2023 city  plus;370;10000km;Essence;1.6;Automatique
Fiat Doblo 2023 Doblo;370;900km;Diesel;1.6 HDi;Manuelle
Dacia Sandero 2023 Sandero;370;600km;Essence;1.6;Manuelle
Renault Clio 5 2021 Business;370;13000km;Essence;1.0 SCE;Manuelle
Fiat Doblo 2023;370;00km;Diesel;1.6hdi;
Seat Leon 2016 FR+15;370;146km;Diesel;2.0 TDI 143ch;Manuelle
Hyundai Creta 2018 Gls;370;152000km;Diesel;1.6;Automatique
Mercedes Classe E 2011;370;108000km;Diesel;;Automatique
Suzuki Sowift 2023;370;00km;;;Automatique
Mercedes Classe C 2014 Designo;370;127km;Diesel;250 CDI 204;Automatique
Mercedes Classe E 2013 AVANTGARDE Pack AMG;370;133000km;Diesel;250 CDI BlueEfficiency 211;Automatique
BMW Série 3 2015 Sport M;370;240km;Diesel;;Automatique
Fiat Professional Doblo 2023;370;10.1km;Diesel;1.6 HDI;Manuelle
Kia Picanto 2019 GT-Line;370;28000km;Essence;1.2 ess CVVT 87ch;Automatique
Renault Clio 4 2019 GT Line +;370;89000km;Diesel;1.5 dci 110;Manuelle
Seat Leon 2017 Fr;370;247000km;Diesel;150 ch tdi;Automatique
Mercedes Classe C 2008 Amg;370;118000km;Diesel;220 CDI;Manuelle
Citroen C Elysée 2023 Attraction;370;500km;Essence;1.6;Manuelle
Renault sandero 2022 stepway;370;16000km;Essence;1.6;Manuelle
Skoda Fabia 2017 Monte Carlo;370;190km;;;Automatique
Mercedes Classe E 2012 AVANTGARDE Pack AMG;370;270km;Diesel;250 BlueEFFICIENCY;Automatique
Peugeot Partner 2019 Tepee Allure;370;118000km;Diesel;1.6 HDI FAP 115 CH;Manuelle
Skoda Octavia 2016 Edition;370;109000km;Diesel;2.0 TDI 140ch DSG;Automatique
Renault Symbol 2022 Made In Bladi;370;9000km;GPL;1.6 ess 100ch;Manuelle
Land Rover Range Rover Evoque 2011 Range Rover Evoque;370;190km;Diesel;2.2 TD4 - 2.2 TD 150ch;Automatique
Dacia sandero 2023;370;3000km;Essence;essence;Manuelle
Peugeot 301 2022 Allure;370;16000km;Diesel;1.6 HDI 92ch;Manuelle
Fiat 2023;370;00km;Essence;;Automatique
Toyota Land Cruiser 1997 Land Cruiser;370;300000km;Essence;3.4 ess 179ch;Manuelle
Volkswagen Golf 7 2015 GTD;370;230km;Diesel;;Automatique
Dacia Sandero 2020 Stepway;370;33000km;Diesel;1.5 DCI 75ch;Manuelle
Toyota Land Cruiser 1995 Long;370;207000km;Diesel;4 cylindre;Manuelle
Seat Ibiza 2019 High Facelift;370;101000km;Essence;;Manuelle
Volkswagen Polo 2019 Polo;370;45000km;Essence;1.6 MPi 90ch;Manuelle
Hyundai i30 2020 Pack plus;370;100km;Essence;;Automatique
Nissan Patrol Long 2003 Patrol Long;370;290km;Diesel;Moteur 4.2 TD42;Manuelle
Renault Kangoo 2018 Kangoo;370;70000km;Diesel;1.5 DCI 90ch;Manuelle
Hyundai Tucson 2017 Tucson;370;230km;Diesel;2.0 CRDI 4x2 177ch BVA;Automatique
Renault Clio 4 2019 gt lain;370;40000km;Diesel;110;Manuelle
Volkswagen Golf 7 2015 Gtd;370;228000km;Diesel;2.0 TDI 184ch DSG;Automatique
Renault Clio 4 2021 Limited 2;370;50000km;Diesel;1.5 DCI 85ch;Manuelle
Volkswagen Tiguan 2013 R Line;370;300000km;Diesel;2.0 TDI 140ch;Automatique
Seat Ibiza 2019;370;136000km;Essence;1.6 MPi 110 ch Automatique;Automatique
Hyundai i40SW 2016 Pack Extreme;370;115000km;Diesel;1.7 CRDI 136ch BVA;Manuelle
Volkswagen Golf 7 2015 Cup;370;200000km;Diesel;2.0 TDI 110ch;Manuelle
Peugeot Partner 2015 Tepee Allure;370;81000km;Diesel;1.6 HDI FAP 115 CH;Manuelle
Volkswagen Polo 2017 Style;370;77000km;Essence;1.2 ess 70ch;Manuelle
Volkswagen Polo 2018 Beats;370;95000km;Essence;;Manuelle
Volkswagen Polo 2019;370;49000km;Essence;1.6 MPi 90ch;Manuelle
Kia Rio 2019 LX;370;25000km;Essence;1.4l ess 100ch;Manuelle
Peugeot 4008 2015 Allure;370;169000km;Diesel;1.8 HDI 4WD 140ch;Manuelle
Peugeot 208 2019 Allure Facelift;370;75000km;Diesel;1.6 HDI 92ch;Manuelle
Volkswagen Caddy 2017 Confortline;372;164000km;Diesel;1.6 TDi 102ch;Manuelle
Volkswagen Caddy 2019;372;124500km;Diesel;1.6 TDi 102ch;Manuelle
Kia Boite auto 2019 Neuf;372;27km;Essence;1.2;Automatique
Renault Clio 4 2019 GT Line +;372;80000km;Diesel;1.5 DCI 85ch;Manuelle
Citroen C Elysée 2022 C Elysée;372;15000km;Diesel;1.6 HDI 92ch;Manuelle
Volkswagen Caddy 2015 Cross;372;148000km;Diesel;;Automatique
Dacia Sandero 2021 Stepway;372;24km;Diesel;1.5 DCI 90ch;Manuelle
Fiat Doblo 2023;373;00km;;;
Audi S3 2015 SportBack;373;217km;Essence;2.0 TFSI 300ch S-Tronic;Automatique
Dacia Logan 2022;374;700km;Diesel;1.5 DCI 90ch;Manuelle
Renault Kangoo 2018 Privilège plus;374;112000km;Diesel;1.5 DCI 110ch;Manuelle
Peugeot 208 2023 Allure;374;00km;Diesel;1.6hdi;Manuelle
Volkswagen Tiguan 2014 R Line;375;277000km;Diesel;2.0 TDI 140ch DSG;Automatique
Hyundai Elantra 2020;375;;;;
Nissan Pathfinder 2012 LE;375;241000km;Diesel;2.5 DCI 190ch BVA;Manuelle
Suzuki Baleno 2023;375;;;;
Land Rover Range Rover Evoque 2013;375;181000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Seat Ibiza 2019 FR;375;55000km;Essence;1.6 MPi 110 ch;Manuelle
Fiat Doblo 2023 Profissional;375;;;;
Peugeot Partner 2018 Tepee;375;170000km;Diesel;1.6 HDI FAP 115 CH;Manuelle
Renault Clio 5 2021 Business;375;;;;
Fiat Doblo 2023 2023;375;23km;Diesel;1.6 d;Manuelle
Fiat Doblo 2023 professionnel;375;1259km;Diesel;1.6 hdi;Manuelle
Fiat Doblo 2023;375;600km;Diesel;1.6 hdi;
Volkswagen Golf 7 2017;375;131000km;Diesel;2.0 TDI 110ch;Manuelle
Fiat Doblo 2023;375;00km;Diesel;;Manuelle
Fiat Doblo 2023;375;000km;Diesel;;Manuelle
Nissan Navara 2019 Double Cabine;375;142000km;Diesel;2.5 DCI 171ch;Manuelle
Fiat Doblo 2023;375;00km;Diesel;;
Fiat Doblo 2023;375;5000km;Diesel;1.6 hdi;Manuelle
Fiat Doblo 2023 Professionnel;375;600km;Diesel;1.6hdi;Manuelle
Skoda Fabia 2021;375;41100km;Essence;1.0 MPI 60ch;Manuelle
Citroen Berlingo Multispace 2018 Berlingo Multispace;375;194000km;Diesel;100  🐎;Manuelle
Dacia Sandero Stepway 2023 New;375;0km;Essence;1.6 ess 100cvh;Manuelle
Dacia Stepway 2023 1.6 essence full;375;00km;Essence;1.6;Manuelle
Volkswagen Caddy 2017 Confortline;375;180000km;Diesel;1.6 TDi 102ch;Manuelle
Renault Clio 5 2021 Zen;375;54000km;Essence;1l;Manuelle
Renault Clio 5 2021 Nouveau;375;35000km;Essence;;Manuelle
Volkswagen Golf 7 2015 Sport R Edition;375;216km;Essence;2.0 TSI 300ch;Automatique
Citroen C Elysée 2022 C Elysée;375;7000km;Diesel;1.6 HDI 92ch;Automatique
Kia Rio 2018 EX;375;49000km;Essence;1.6l ess 123ch;Automatique
Fiat tipo 2023 city;375;;Essence;1.6;Automatique
Renault Symbol 2020 Symbol;375;20000km;Diesel;1.5 Dci 85ch;Manuelle
Renault Kangoo 2018 Privilège plus;375;108000km;Diesel;1.5 DCI 90ch;Manuelle
Volkswagen Caddy 2017;375;193km;Diesel;1.6 TDi 102ch;Manuelle
Toyota Yaris 2018 Red Edition;375;51000km;Essence;1.3 VVTI 100ch;Manuelle
Fiat tipo 2023 mbl3a;375;00km;Essence;1.6;Automatique
Renault Kangoo 2019 Kangoo;375;163km;;;Manuelle
Seat Leon 2015 Leon;375;177000km;Diesel;2.0 TDI 143ch;Manuelle
Audi A3 2015 S Line;375;190000km;Essence;1.8 TFSI 180ch;Automatique
Renault Clio 4 2021 Limited 2;375;34000km;Diesel;1.5 DCI 85ch;Manuelle
Citroen Berlingo Multispace 2018;375;144000km;Diesel;;Manuelle
Fiat Doblo 2023;376;00km;Diesel;;
Volkswagen Caddy 2013 Edition 30;376;212000km;Diesel;2.0 TDI 140ch;Manuelle
Fiat 500x 2023 Cult;377;;;;
Dacia Sandero 2023 Stepway;377;2000km;Diesel;1.5 dci;Manuelle
Citroen Berlingo 2017 Berlingo;377;123km;Diesel;1.6 HDI 112ch;Manuelle
Hyundai Accent 2019 GLE;377;88000km;Diesel;1.6 CRDI 128ch;Manuelle
Renault Kangoo 2020 Kangoo;378;104000km;Diesel;1.5 DCI 90ch;Manuelle
Skoda Rapid 2019 Edition;378;89000km;Essence;1.6 MPI 110 ch;Manuelle
Fiat Doblo 2023;378;4000km;Diesel;1.6;Manuelle
Fiat Doblo 2023;378;4000km;Diesel;1.6 hdi;Manuelle
Renault Master 2013 Châssis Moyen;378;80350km;Diesel;2.3 DCi 125ch;Manuelle
Seat Leon 2015 LINEA R+;378;124km;;;Manuelle
Citroen C-Elysée 2023;378;5000km;Diesel;;Manuelle
Toyota Land Cruiser 1998 Land Cruiser;379;260000km;Essence;24valve;Automatique
Renault Kangoo 2020 Privilège +;380;96000km;Diesel;1.5 DCI 110ch;Manuelle
Renault Clio 5 2021;380;;;;
Audi S3 2015 SportBack;380;143700km;Essence;2.0 TFSI 300ch S-Tronic;Automatique
Peugeot 208 2022 Allure;380;39000km;Diesel;1.6 HDI 92ch;Manuelle
Renault Clio 5 2020 Intense;380;92000km;Essence;100;Manuelle
Peugeot 208 2022;380;42547km;Essence;;Manuelle
Volkswagen Caddy 2019 Fourgon;380;104000km;Diesel;1.6 TDi 102ch;Manuelle
Peugeot 2008 2022 Puerthec;380;10600km;Essence;1.2;Manuelle
Peugeot 301 2023 Allure;380;;;;
Mitsubishi Pajero Sport 2015 High power;380;256700km;Diesel;2.5 DI-D 178 ch Common Rail;Manuelle
Kia Sportage 2015 Sportage;380;226000km;Diesel;2.0 CRDI 177 4x4 BVA;Automatique
Volkswagen Polo 2021 Polo;380;53729km;Essence;1.0 80 evo;Manuelle
Citroen Berlingo 2017;380;49400km;Diesel;1.6 HDI 112ch;Manuelle
Seat Leon 2015 FR+15;380;107km;Diesel;2.0 TDI 143ch;Manuelle
Skoda Fabia 2021 Ambition;380;79km;GPL;1.0 MPI 75ch;Manuelle
Rover Range 2013 Sd4;380;;;;
Renault Kangoo 2020 Kangoo;380;163000km;Diesel;1.5 DCI 110ch;Manuelle
Seat Leon 2015 FR+15;380;;Diesel;2.0 TDI 143ch;Manuelle
Fiat Doblo 2023 Neuf;380;;;;
Hyundai Crita 2018;380;;;;
Hyundai Creta 2019;380;;;;
Fiat Dublo 2023 Neuf;380;00km;Diesel;Hdi;Manuelle
Hyundai Tucson 2013;380;80000km;Diesel;2.0 CRDI 4WD 136ch;Manuelle
Seat Ibiza 2019;380;74000km;Essence;1.6 MPi 110 ch Automatique;Automatique
Dacia Sandero 2022 Stepway;380;6000km;;;Manuelle
Renault Clio V 2022 RS Line;380;;;;
Fiat Doubloe 2023 2023;380;;;;
Renault MEGANE 4 2019 Gt line;380;120000km;Diesel;;Manuelle
Volkswagen Tiguan 2015 Cup;380;250km;Diesel;2.0 TDI 140ch;Manuelle
Hyundai Creta 2017 Crdi;380;;;;
Renault Clio 5 2023 Équilibre;380;;;;
Renault Kangoo 2019 Privilège plus;380;144000km;Diesel;;Manuelle
Fiat Tipo 2023 Life;380;;;;
Hyundai Getz 2017 Crita;380;127000km;Diesel;1,6;Automatique
Volkswagen Polo 2018 Beats;380;113km;Essence;1.6 MPi 90ch;Manuelle
Volkswagen Tiguan 2013 R Line;380;260000km;Diesel;2.0 TDI 140ch;Automatique
Hyundai Accent 2020 GL+;380;68km;Diesel;1.6 CRDI 128ch;Manuelle
Seat Ibiza 2018 High Facelift;380;85000km;Essence;1.6 MPi 110 ch;Manuelle
Citroen c-elisy 2023 chine;380;2300km;Diesel;1.6 hd;Manuelle
Citroen C3 2022 Shine;380;4500km;Essence;1.2 VTI 82ch;Manuelle
Fiat Doblo 2023 1.6;380;836km;Diesel;Hdi;Manuelle
Volkswagen Caddy 2017 Confortline;380;134000km;Diesel;2.0 TDi 110ch;Automatique
Fiat Tipo 2023 Life;380;6000km;Essence;1.6;Automatique
Renault Clio 5 2022 Tce;380;68000km;Essence;;Manuelle
Volkswagen Caddy 2014 Edition 30;380;175105km;Diesel;2.0 TDI 140ch;Manuelle
Toyota RAV4 2016 Dynamique;380;328999km;Diesel;2.2 D4D 177ch;Automatique
Volkswagen Golf 7 2019 R;380;190000km;Diesel;2.0 TDi 143ch;Manuelle
Peugeot Partner 2017 Tepee;380;185000km;Diesel;;Manuelle
Fiat Doblo 2023;380;90km;Diesel;;Manuelle
Land Rover Freelander 2 2014 Freelander 2;380;262000km;Diesel;TD4 - 2.2 D 150ch;Automatique
Hyundai Crita 2017 Crita;380;180000km;Diesel;1.6;Automatique
Fiat Professional Doblo 2023 PROFISSIONAL;380;;Diesel;;Manuelle
Volkswagen Golf 7 2017 Highline;380;186000km;Diesel;2.0 TDI 143ch DSG;Automatique
Dacia Stepway 2023;380;6000km;Diesel;1.5dci;Manuelle
Kia Stonic 1.0 T-GDI 2022 Active;380;50000km;Essence;1.0;Manuelle
Land Rover Range Rover Evoque 2013 Range Rover Evoque;380;217000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Fiat Doblo 2023;380;000km;Diesel;1.6 hdi;Manuelle
Kia Rio 2020 Nouvelle;380;36000km;GPL;1.4l ess 100ch;Manuelle
Renault Kangoo 2018  Extrême Outdoor;380;95000km;Diesel;1.5 DCI 110ch;Manuelle
BMW X3 2012 Sport;380;238000km;Diesel;xDrive20d;Automatique
Suzuki Baleno 2022 Full option;380;30000km;Essence;1.5;Automatique
Mercedes CLA 2015 Coupé Exclusif + AMG;380;12000km;Essence;45 AMG 360ch 4MATIC;Automatique
Seat Ibiza 2019 FR;380;175000km;Essence;1.6 MPi 110 ch;Manuelle
Renault Clio 4 2021 Limited 2;380;87000km;Diesel;1.5 DCI 85ch;Manuelle
Volkswagen Golf 7 2014 GTD;380;136000km;Diesel;2.0 TDI 184ch DSG;Automatique
Peugeot 3008 2018 Allure;380;165000km;Diesel;2.0 HDI 163ch BVA;Automatique
Peugeot Peugeot 2015 4008;380;80000km;Diesel;16 HDI;Manuelle
Skoda Rapid 2019 Ambition;380;89000km;Essence;1.6 MPI 110 ch;Manuelle
Fiat Doblo 2023;380;200km;Diesel;1.6 HDI;Manuelle
Volkswagen Polo 2018 Beats;380;136000km;Essence;1.6 MPi 90ch;Manuelle
Seat Seat 2019 Ibiza fr plus;380;192000km;Essence;1.6mpi;Automatique
Citroen C Elysée 2022 Exclusive;380;1000km;Diesel;1.6 HDI 92ch;Manuelle
Citroen C3 2022;380;57000km;Diesel;1.6 HDI 92ch;Manuelle
Suzuki Baleno 2022 Ful;380;14000km;Essence;1.5;Automatique
Land Rover Freelander 2013 Freelander;380;195000km;Diesel;SD4 - 2.2 D 190ch;Automatique
Renault Kangoo 2019 Privilège +;380;182000km;Diesel;1.5 DCI 90ch;Manuelle
Toyota Hilux 2013 Hino;380;182000km;Diesel;3.0 D4D 171ch;Manuelle
Hyundai 2018 ;380;179000km;GPL;;Automatique
Hyundai creta 2018;380;115000km;Essence;1.6;Manuelle
Nissan Qashqai 2017 Qashqai;380;130000km;Diesel;2.0 DCI 150ch;Automatique
Peugeot Expert 2019 Expert;380;104000km;Diesel;1.6 HDI 90ch;Manuelle
Volkswagen Polo 2019 Match;380;149000km;Essence;1.6 MPi 90ch;Manuelle
Seat Ibiza 2019 Fr plus;380;145000km;Essence;1.6 MPi 110 ch Automatique;Automatique
Hyundai Getz 2018;380;170km;Essence;1.6;Automatique
BMW X3 2013 Exclusive;380;297km;Diesel;xDrive20d;Automatique
Seat Leon 2018 FR;380;156000km;Diesel;2.0 TDI 143ch;Manuelle
Dacia Sandero 2021 Stepway;380;17000km;Diesel;;Manuelle
Volkswagen Tiguan 2014;380;235km;Diesel;2.0 TDI 110ch;Automatique
Peugeot 308 2016 Allure;380;123000km;Diesel;1.6 e HDI 115ch STT;Manuelle
Audi S3 2014 SportBack;380;165000km;Essence;2.0 TFSI 300ch S-Tronic;Automatique
Ford Ranger 2014;380;163234km;Diesel;;Manuelle
Renault Master 2015;380;304240km;Diesel;2.3 DCi 125ch;Manuelle
Mercedes Classe E 2012 AVANTGARDE Pack AMG;380;277000km;Diesel;250 BlueEFFICIENCY;Automatique
Renault Clio 4 Facelift 2019 GT-Line;380;33454km;Diesel;1.5 DCi 110ch;Manuelle
Volkswagen Golf 7 2018 START+;380;131000km;Diesel;2.0 TDi 143ch;Manuelle
Seat Leon 2018 Leon;380;174000km;Diesel;2.0 TDI 140ch;Manuelle
Renault Master 2013 Châssis Long;380;168000km;Diesel;;Manuelle
Citroen Berlingo 2017 Berlingo;380;117km;Diesel;1.6;Manuelle
Dacia Sandero 2022;380;3500km;Essence;1.2 ess 16V  75ch;Manuelle
Dacia Sandero 2022;380;3500km;Essence;;Manuelle
Volkswagen Golf 7 2015 GTD;380;150km;Diesel;2.0 TDI 184ch DSG;Automatique
Kia Sportage 2016 Sportage;380;180000km;Diesel;2.0 CRDI 177 4x4 BVA;Automatique
Dacia Sandero 2022 Stepway;380;3000km;Diesel;1.5 DCI 90ch;Manuelle
Mercedes Classe C 2015 220 AMG Line;380;190000km;Diesel;250 CDI 204ch 4 Matic;Automatique
Volkswagen Tiguan 2013 Carat +;380;140000km;Diesel;2.0 TDI 140ch;Automatique
Peugeot Partner 2021 Partner;380;3200km;Diesel;1.6 HDI 90ch;Manuelle
Seat Ibiza 2019 Ibiza;380;63000km;Essence;1.6 ess 105ch DSG7;Manuelle
Hyundai Creta 2017 Creta;380;130000km;Diesel;1.6;Automatique
